ID Cliente;Churn;Genero;Cidadao Idoso; Possui Parceiro(a);Dependentes;Tempo Permanencia;Servico Telefone;Multiplas linhas;Servico Internet;Seguranca Online;Backup Online;Protecao Dispositivo;Suporte Tecnico;Streaming TV;Streaming Filmes;Contrato;Fatura Online;Metodo Pagamento;Gasto Diario;Gasto Mensal;Gasto Total
6133-OZILE;Nao;Feminino;Nao;Nao;Nao;18;Nao;Sem servico de telefone;DSL;Nao;Nao;Sim;Sim;Nao;Nao;Mensal;Sim;Cheque Eletronico;1.17;35.2;607.3
6134-KWTBV;Nao;Masculino;Nao;Nao;Nao;62;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Transferencia bancaria;0.78;23.4;1429.65
6135-OZQVA;Nao;Feminino;Nao;Nao;Nao;7;Sim;Sim;DSL;Sim;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;1.79;53.65;404.35
6137-MFAJN;Nao;Feminino;Nao;Nao;Nao;48;Nao;Sem servico de telefone;DSL;Sim;Sim;Nao;Nao;Sim;Nao;Mensal;Sim;Cheque Eletronico;1.49;44.8;2104.55
6137-NICCO;Nao;Feminino;Nao;Sim;Sim;6;Sim;Sim;Fibra otica;Nao;Sim;Sim;Nao;Sim;Nao;Mensal;Sim;Cheque;3.14;94.05;518.75
6139-ZZRBQ;Nao;Masculino;Sim;Nao;Nao;64;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Sim;Transferencia bancaria;0.67;20.05;1198.05
6140-QNRQQ;Sim;Masculino;Nao;Nao;Nao;1;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque;2.38;71.55;71.55
6141-OOXUQ;Sim;Masculino;Nao;Nao;Nao;1;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cheque;0.65;19.65;19.65
6142-VSJQO;Sim;Feminino;Nao;Sim;Sim;1;Sim;Nao;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Transferencia bancaria;1.48;44.35;44.35
6143-JQKEA;Nao;Masculino;Nao;Nao;Nao;10;Sim;Nao;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cartao de credito (automatico);1.53;45.8;436.2
6145-NNPNO;Nao;Feminino;Nao;Nao;Nao;1;Sim;Nao;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Nao;Transferencia bancaria;1.47;44.15;44.15
6147-CBCRA;Nao;Feminino;Nao;Sim;Nao;33;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cheque;0.67;20.05;669.45
6152-ONASV;Nao;Feminino;Nao;Sim;Nao;68;Sim;Sim;DSL;Sim;Nao;Nao;Sim;Nao;Nao;Um ano;Nao;Transferencia bancaria;1.94;58.25;3975.7
6156-UZDLF;Nao;Feminino;Nao;Nao;Nao;26;Sim;Nao;Fibra otica;Sim;Nao;Sim;Sim;Nao;Nao;Um ano;Sim;Cartao de credito (automatico);2.9;87.15;2274.1
6158-DWPZT;Sim;Masculino;Nao;Sim;Nao;9;Nao;Sem servico de telefone;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Um ano;Nao;Transferencia bancaria;0.8;24.1;259.8
6158-HDPXZ;Nao;Masculino;Nao;Nao;Nao;1;Nao;Sem servico de telefone;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque;0.85;25.35;25.35
6161-ERDGD;Nao;Masculino;Nao;Sim;Sim;71;Sim;Sim;DSL;Sim;Nao;Sim;Sim;Sim;Sim;Um ano;Nao;Cheque Eletronico;2.85;85.45;6300.85
6161-UUUTA;Sim;Masculino;Sim;Nao;Nao;3;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Sim;Nao;Mensal;Sim;Cheque Eletronico;2.66;79.9;260.9
6164-HAQTX;Nao;Masculino;Nao;Nao;Nao;71;Nao;Sem servico de telefone;DSL;Sim;Sim;Sim;Sim;Sim;Nao;Dois anos;Nao;Transferencia bancaria;1.8;53.95;3888.65
6164-HXUGH;Nao;Feminino;Nao;Sim;Sim;6;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cheque;0.66;19.85;119.3
6166-ILMNY;Sim;Feminino;Nao;Nao;Nao;2;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Nao;Transferencia bancaria;2.33;69.75;144.55
6166-YIPFO;Nao;Masculino;Nao;Sim;Nao;72;Nao;Sem servico de telefone;DSL;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Cheque Eletronico;2.16;64.7;4746.05
6168-WFVVF;Sim;Feminino;Sim;Nao;Nao;3;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.34;70.3;235.5
6168-YBYNP;Nao;Masculino;Nao;Nao;Nao;59;Sim;Sim;Fibra otica;Nao;Sim;Sim;Sim;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.71;111.35;6519.75
6169-PGNCD;Nao;Feminino;Nao;Nao;Nao;57;Sim;Nao;DSL;Sim;Sim;Sim;Sim;Sim;Nao;Dois anos;Sim;Cartao de credito (automatico);2.48;74.3;4166.35
6169-PPETC;Nao;Masculino;Nao;Sim;Sim;35;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Transferencia bancaria;0.68;20.5;759.35
6171-ZTVYB;Nao;Masculino;Nao;Sim;Nao;43;Sim;Sim;DSL;Sim;Sim;Nao;Sim;Nao;Nao;Mensal;Nao;Transferencia bancaria;2.21;66.25;2907.35
6172-FECYY;Sim;Masculino;Nao;Sim;Sim;49;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Sim;Nao;Mensal;Nao;Cheque Eletronico;2.82;84.5;4254.85
6173-GOLSU;Nao;Masculino;Sim;Sim;Nao;67;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Sim;Sim;Mensal;Sim;Cartao de credito (automatico);3.16;94.65;6079.0
6173-ITPWD;Sim;Masculino;Nao;Sim;Nao;47;Sim;Sim;Fibra otica;Nao;Sim;Sim;Nao;Nao;Nao;Mensal;Sim;Transferencia bancaria;2.78;83.35;4065.0
6174-NRBTZ;Nao;Masculino;Nao;Nao;Nao;46;Nao;Sem servico de telefone;DSL;Sim;Nao;Nao;Nao;Nao;Nao;Um ano;Sim;Transferencia bancaria;1.02;30.75;1489.3
6175-IRFIT;Nao;Masculino;Nao;Nao;Nao;5;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Nao;Sim;Mensal;Nao;Cheque;2.62;78.75;426.35
6176-YJWAS;Nao;Masculino;Nao;Sim;Nao;72;Sim;Sim;Fibra otica;Sim;Sim;Sim;Nao;Sim;Nao;Dois anos;Sim;Cartao de credito (automatico);3.26;97.95;7114.25
6177-PEVRA;Nao;Feminino;Nao;Nao;Nao;48;Sim;Nao;DSL;Sim;Sim;Nao;Nao;Nao;Nao;Dois anos;Nao;Cartao de credito (automatico);1.85;55.5;2627.35
6178-KFNHS;Sim;Feminino;Nao;Nao;Sim;12;Sim;Sim;Fibra otica;Sim;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.61;78.3;909.25
6179-GJPSO;Sim;Feminino;Sim;Nao;Nao;43;Sim;Nao;Fibra otica;Sim;Sim;Nao;Sim;Sim;Sim;Mensal;Sim;Cartao de credito (automatico);3.6;108.15;4600.7
6180-YBIQI;Nao;Masculino;Nao;Nao;Nao;5;Nao;Sem servico de telefone;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque;0.81;24.3;100.2
6181-AXXYF;Nao;Masculino;Nao;Sim;Sim;72;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cartao de credito (automatico);0.82;24.75;1859.1
6184-DYUOB;Nao;Feminino;Nao;Sim;Nao;3;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Sim;Cheque;0.65;19.6;55.25
6185-TASNN;Nao;Masculino;Sim;Nao;Nao;1;Sim;Nao;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque Eletronico;1.54;46.3;46.3
6188-UXBBR;Nao;Feminino;Nao;Sim;Nao;38;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Sim;Cartao de credito (automatico);0.68;20.25;814.75
6194-HBGQN;Nao;Masculino;Nao;Nao;Nao;51;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Sim;Nao;Um ano;Sim;Cartao de credito (automatico);2.7;81.15;4126.2
6195-MELTI;Nao;Masculino;Nao;Nao;Nao;57;Sim;Nao;DSL;Nao;Sim;Nao;Sim;Nao;Nao;Um ano;Sim;Cheque;1.82;54.65;3134.7
6196-HBOBZ;Nao;Masculino;Nao;Sim;Nao;65;Sim;Sim;Fibra otica;Sim;Sim;Sim;Nao;Sim;Nao;Dois anos;Sim;Cheque Eletronico;3.31;99.35;6347.55
6198-PNNSZ;Nao;Feminino;Nao;Sim;Nao;56;Sim;Sim;Fibra otica;Sim;Sim;Sim;Nao;Sim;Sim;Um ano;Nao;Transferencia bancaria;3.66;109.8;6109.65
6198-RTPMF;Nao;Feminino;Nao;Sim;Nao;17;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Sim;Sim;Mensal;Nao;Cheque Eletronico;3.09;92.6;1579.7
6198-ZFIOJ;Nao;Feminino;Nao;Nao;Nao;5;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque Eletronico;2.52;75.6;402.5
6199-IPCAO;Nao;Feminino;Nao;Sim;Sim;29;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cheque;0.87;26.1;692.55
6199-IWKGC;Nao;Feminino;Sim;Sim;Nao;46;Sim;Sim;Fibra otica;Nao;Nao;Nao;Sim;Sim;Sim;Um ano;Nao;Cheque Eletronico;3.34;100.25;4753.85
6202-DYYFX;Nao;Feminino;Nao;Nao;Nao;22;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Um ano;Sim;Cartao de credito (automatico);2.53;76.0;1783.6
6202-JVYEU;Nao;Masculino;Nao;Nao;Nao;9;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Sim;Cheque Eletronico;0.66;19.9;164.6
6203-HBZPA;Nao;Masculino;Nao;Nao;Nao;52;Nao;Sem servico de telefone;DSL;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Nao;Cartao de credito (automatico);2.13;63.9;3334.95
6204-IEUXJ;Sim;Feminino;Nao;Nao;Nao;3;Sim;Nao;Fibra otica;Nao;Nao;Sim;Sim;Nao;Nao;Mensal;Nao;Cartao de credito (automatico);2.67;80.1;217.55
6207-WIOLX;Sim;Feminino;Nao;Sim;Sim;25;Nao;Sem servico de telefone;DSL;Sim;Sim;Sim;Nao;Sim;Sim;Mensal;Sim;Cartao de credito (automatico);1.95;58.6;1502.65
6210-KBBPI;Sim;Masculino;Sim;Nao;Nao;9;Sim;Sim;Fibra otica;Nao;Sim;Nao;Nao;Sim;Sim;Mensal;Sim;Cartao de credito (automatico);3.32;99.45;919.4
6211-WHMYA;Nao;Feminino;Sim;Nao;Nao;64;Nao;Sem servico de telefone;DSL;Nao;Sim;Nao;Sim;Sim;Nao;Mensal;Sim;Cheque Eletronico;1.46;43.85;2751.0
6211-WWLTF;Nao;Masculino;Nao;Sim;Nao;63;Sim;Nao;Fibra otica;Sim;Nao;Sim;Nao;Sim;Sim;Dois anos;Nao;Cartao de credito (automatico);3.32;99.7;6330.4
6212-ATMLK;Nao;Feminino;Nao;Nao;Nao;50;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.19;95.7;4729.75
6214-EDAKZ;Sim;Feminino;Nao;Sim;Sim;22;Sim;Nao;DSL;Nao;Sim;Nao;Sim;Nao;Nao;Mensal;Nao;Cheque Eletronico;1.84;55.15;1206.05
6215-NQCPY;Nao;Masculino;Nao;Nao;Nao;15;Sim;Sim;Fibra otica;Sim;Nao;Nao;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.32;99.7;1566.75
6217-KDYWC;Nao;Masculino;Nao;Nao;Sim;57;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Sim;Cheque;0.65;19.6;1170.55
6217-TOWGS;Nao;Feminino;Nao;Sim;Nao;17;Sim;Sim;DSL;Nao;Sim;Nao;Nao;Sim;Sim;Mensal;Sim;Transferencia bancaria;2.51;75.4;1322.55
6218-KNUBD;Nao;Masculino;Nao;Nao;Nao;6;Sim;Nao;DSL;Nao;Sim;Nao;Nao;Sim;Nao;Mensal;Nao;Cheque Eletronico;1.98;59.45;357.6
6221-AVQYL;Sim;Masculino;Nao;Nao;Nao;2;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cartao de credito (automatico);2.44;73.25;131.05
6223-DHJGV;Nao;Feminino;Nao;Nao;Nao;42;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Sim;Cheque;0.69;20.65;958.1
6227-FBDXH;Nao;Masculino;Nao;Sim;Nao;69;Sim;Sim;Fibra otica;Nao;Nao;Sim;Nao;Sim;Sim;Um ano;Nao;Transferencia bancaria;3.32;99.5;6841.45
6227-HWPWX;Sim;Feminino;Nao;Nao;Sim;15;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Nao;Transferencia bancaria;2.3;69.0;994.8
6229-LSCKB;Nao;Masculino;Sim;Nao;Nao;6;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Sim;Nao;Mensal;Sim;Cheque Eletronico;2.66;79.7;497.6
6229-UOLQL;Nao;Masculino;Nao;Sim;Sim;56;Nao;Sem servico de telefone;DSL;Sim;Sim;Nao;Sim;Sim;Nao;Um ano;Sim;Cheque;1.73;52.0;2884.9
6230-BSUXY;Sim;Feminino;Sim;Nao;Nao;1;Sim;Nao;Fibra otica;Nao;Nao;Sim;Nao;Nao;Sim;Mensal;Sim;Cheque Eletronico;2.83;85.0;85.0
6231-WFGFH;Nao;Masculino;Nao;Sim;Sim;4;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Sim;Cheque;0.68;20.5;77.6
6233-HXJMX;Nao;Feminino;Nao;Nao;Nao;45;Sim;Sim;Fibra otica;Nao;Nao;Sim;Nao;Nao;Sim;Mensal;Sim;Cartao de credito (automatico);2.98;89.3;4192.15
6234-PFPXL;Nao;Masculino;Nao;Sim;Nao;22;Sim;Sim;Fibra otica;Sim;Nao;Nao;Sim;Sim;Nao;Mensal;Nao;Cartao de credito (automatico);3.2;95.9;2234.95
6234-RAAPL;Nao;Feminino;Nao;Sim;Sim;72;Sim;Sim;Fibra otica;Sim;Sim;Nao;Sim;Sim;Nao;Dois anos;Nao;Transferencia bancaria;3.33;99.9;7251.7
6235-VDHOM;Sim;Feminino;Sim;Nao;Nao;5;Nao;Sem servico de telefone;DSL;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque Eletronico;0.95;28.45;131.05
6240-EURKS;Sim;Feminino;Nao;Nao;Sim;18;Nao;Sem servico de telefone;DSL;Nao;Nao;Nao;Nao;Nao;Sim;Mensal;Sim;Cheque Eletronico;1.17;35.0;553.0
6242-FEGFD;Nao;Masculino;Nao;Sim;Nao;66;Sim;Sim;Fibra otica;Sim;Sim;Sim;Sim;Nao;Nao;Dois anos;Nao;Cheque;3.22;96.6;6424.25
6242-MBHPK;Nao;Feminino;Sim;Sim;Nao;23;Sim;Nao;Fibra otica;Sim;Nao;Nao;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.17;95.1;2326.05
6242-SGYTS;Nao;Masculino;Nao;Sim;Sim;62;Sim;Sim;Fibra otica;Sim;Sim;Nao;Nao;Sim;Nao;Um ano;Sim;Cartao de credito (automatico);3.16;94.95;5791.85
6243-OZGFH;Nao;Feminino;Nao;Nao;Nao;23;Nao;Sem servico de telefone;DSL;Nao;Nao;Nao;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;1.5;44.95;996.85
6244-BESBM;Nao;Masculino;Nao;Sim;Sim;69;Sim;Nao;Fibra otica;Nao;Nao;Nao;Sim;Sim;Sim;Dois anos;Sim;Cartao de credito (automatico);3.17;95.2;6671.7
6248-BSHKG;Nao;Masculino;Nao;Sim;Sim;61;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Nao;Cheque;0.68;20.4;1226.45
6248-TKCQV;Nao;Feminino;Nao;Sim;Sim;70;Sim;Sim;DSL;Sim;Nao;Nao;Sim;Sim;Sim;Dois anos;Sim;Transferencia bancaria;2.69;80.6;5460.2
6250-CGGUN;Nao;Masculino;Nao;Nao;Nao;54;Sim;Nao;Fibra otica;Sim;Nao;Sim;Sim;Nao;Nao;Um ano;Nao;Cheque Eletronico;2.81;84.4;4484.05
6252-DFGTK;Nao;Feminino;Nao;Sim;Nao;37;Sim;Sim;DSL;Sim;Nao;Sim;Sim;Nao;Nao;Um ano;Nao;Cartao de credito (automatico);2.27;68.1;2479.25
6253-GNHWH;Nao;Feminino;Nao;Sim;Sim;71;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Nao;Nao;Dois anos;Nao;Cheque;2.37;71.1;5224.95
6253-WRFHY;Nao;Masculino;Nao;Sim;Sim;13;Sim;Nao;DSL;Nao;Nao;Nao;Nao;Sim;Sim;Um ano;Sim;Cheque Eletronico;2.16;64.75;877.35
6257-DTAYD;Nao;Masculino;Nao;Sim;Nao;71;Sim;Sim;Fibra otica;Nao;Sim;Nao;Sim;Sim;Sim;Dois anos;Sim;Cartao de credito (automatico);3.47;104.15;7365.3
6257-RJOHI;Nao;Masculino;Nao;Nao;Nao;4;Sim;Nao;DSL;Nao;Nao;Nao;Sim;Nao;Nao;Mensal;Sim;Cheque;1.69;50.8;202.3
6258-NGCNG;Nao;Masculino;Nao;Nao;Nao;7;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cheque;0.78;23.5;173.0
6258-PVZWJ;Nao;Masculino;Nao;Sim;Nao;68;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Cartao de credito (automatico);3.03;90.8;6302.85
6259-WJQLC;Nao;Masculino;Sim;Nao;Nao;32;Sim;Sim;Fibra otica;Nao;Nao;Sim;Nao;Nao;Nao;Mensal;Sim;Cartao de credito (automatico);2.7;81.1;2619.25
6260-ONULR;Nao;Masculino;Nao;Nao;Nao;1;Sim;Nao;DSL;Nao;Nao;Nao;Nao;Sim;Sim;Mensal;Sim;Cheque;2.09;62.8;62.8
6260-XLACS;Nao;Masculino;Nao;Nao;Nao;4;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Nao;Cheque;0.66;19.7;117.8
6261-LHRTG;Nao;Feminino;Nao;Nao;Nao;26;Sim;Nao;DSL;Nao;Sim;Sim;Nao;Nao;Nao;Mensal;Sim;Cartao de credito (automatico);1.82;54.75;1406.9
6261-RCVNS;Sim;Feminino;Nao;Nao;Nao;42;Sim;Nao;DSL;Sim;Sim;Sim;Sim;Nao;Sim;Um ano;Nao;Cartao de credito (automatico);2.46;73.9;3160.55
6265-FRMTQ;Nao;Masculino;Nao;Nao;Nao;31;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Transferencia bancaria;0.68;20.4;609.1
6265-SXWBU;Nao;Masculino;Nao;Sim;Sim;69;Sim;Sim;Fibra otica;Nao;Sim;Sim;Nao;Sim;Nao;Um ano;Nao;Cartao de credito (automatico);3.19;95.75;6511.25
6266-QHOJZ;Nao;Feminino;Nao;Nao;Nao;65;Sim;Sim;Fibra otica;Sim;Sim;Nao;Sim;Nao;Nao;Um ano;Sim;Cheque Eletronico;2.99;89.85;5844.65
6267-DCFFZ;Nao;Feminino;Sim;Sim;Nao;30;Sim;Sim;Fibra otica;Nao;Sim;Nao;Nao;Sim;Nao;Mensal;Sim;Cheque Eletronico;3.0;90.05;2627.2
6270-OMFIW;Sim;Masculino;Nao;Sim;Nao;60;Sim;Nao;Fibra otica;Nao;Sim;Nao;Nao;Sim;Sim;Um ano;Sim;Cheque Eletronico;3.15;94.4;5610.25
6275-YDUVO;Sim;Feminino;Nao;Nao;Nao;2;Sim;Nao;Fibra otica;Nao;Nao;Sim;Nao;Nao;Sim;Mensal;Sim;Cheque;2.87;86.2;178.7
6278-FEPBZ;Nao;Feminino;Nao;Nao;Nao;9;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cheque;0.68;20.25;186.15
6281-FKEWS;Nao;Feminino;Nao;Nao;Nao;44;Nao;Sem servico de telefone;DSL;Nao;Nao;Sim;Nao;Sim;Sim;Um ano;Sim;Cheque Eletronico;1.64;49.05;2265.0
6283-GITPX;Nao;Masculino;Nao;Nao;Sim;71;Sim;Nao;DSL;Sim;Sim;Sim;Sim;Sim;Nao;Dois anos;Sim;Cartao de credito (automatico);2.56;76.9;5522.7
6284-AHOOQ;Sim;Masculino;Sim;Nao;Nao;22;Sim;Sim;Fibra otica;Nao;Nao;Nao;Sim;Sim;Nao;Mensal;Sim;Transferencia bancaria;3.02;90.5;1910.6
6284-KMNUF;Nao;Feminino;Nao;Sim;Nao;56;Sim;Sim;Fibra otica;Sim;Nao;Nao;Nao;Sim;Sim;Um ano;Sim;Cheque Eletronico;3.27;98.0;5270.6
6285-FTQBF;Nao;Masculino;Nao;Sim;Sim;72;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cartao de credito (automatico);0.85;25.55;1867.7
6286-SUUWT;Nao;Masculino;Nao;Nao;Nao;1;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cheque;0.66;19.95;19.95
6286-ZHAOK;Nao;Feminino;Nao;Sim;Sim;20;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Sim;Transferencia bancaria;0.85;25.55;507.4
6288-CHQJB;Nao;Feminino;Nao;Sim;Sim;54;Sim;Nao;DSL;Sim;Nao;Sim;Sim;Nao;Sim;Dois anos;Nao;Transferencia bancaria;2.33;69.95;3871.85
6288-LBEAR;Nao;Feminino;Nao;Nao;Nao;23;Sim;Nao;Fibra otica;Nao;Sim;Nao;Sim;Nao;Nao;Mensal;Sim;Cheque;2.64;79.1;1783.75
6289-CPNLD;Sim;Masculino;Nao;Sim;Sim;33;Sim;Nao;DSL;Nao;Nao;Sim;Sim;Sim;Sim;Um ano;Sim;Cheque;2.46;73.9;2405.05
6292-TOSSS;Nao;Masculino;Nao;Nao;Nao;50;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Transferencia bancaria;0.83;24.9;1195.25
6295-OSINB;Nao;Masculino;Nao;Sim;Nao;72;Sim;Sim;Fibra otica;Sim;Sim;Sim;Nao;Sim;Sim;Dois anos;Sim;Cheque Eletronico;3.66;109.65;7880.25
6296-DDOOR;Nao;Feminino;Nao;Nao;Nao;19;Sim;Nao;DSL;Nao;Sim;Nao;Nao;Sim;Nao;Um ano;Nao;Cheque Eletronico;1.94;58.2;1045.25
6297-NOOPG;Nao;Feminino;Nao;Sim;Nao;70;Sim;Sim;Fibra otica;Nao;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Cheque Eletronico;3.68;110.5;7752.05
6298-QDFNH;Sim;Masculino;Nao;Nao;Nao;22;Sim;Sim;Fibra otica;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.64;79.35;1730.35
6300-BWMJX;Nao;Feminino;Nao;Sim;Nao;59;Sim;Sim;Fibra otica;Nao;Nao;Sim;Sim;Sim;Nao;Mensal;Nao;Cheque Eletronico;3.11;93.35;5386.5
6302-JGYRJ;Sim;Masculino;Nao;Nao;Sim;31;Sim;Sim;DSL;Nao;Sim;Nao;Sim;Sim;Sim;Um ano;Sim;Cheque;2.65;79.45;2587.7
6303-KFWSL;Nao;Feminino;Nao;Nao;Nao;29;Sim;Sim;DSL;Nao;Sim;Nao;Nao;Nao;Nao;Um ano;Sim;Cheque Eletronico;1.84;55.25;1620.2
6304-IJFSQ;Sim;Masculino;Nao;Nao;Nao;3;Sim;Nao;DSL;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque;1.66;49.9;130.1
6305-YLBMM;Sim;Masculino;Nao;Nao;Nao;69;Sim;Nao;Fibra otica;Nao;Sim;Sim;Sim;Sim;Sim;Um ano;Sim;Transferencia bancaria;3.47;104.05;7262.0
6308-CQRBU;Nao;Feminino;Nao;Sim;Nao;71;Sim;Sim;Fibra otica;Nao;Sim;Sim;Sim;Sim;Sim;Dois anos;Nao;Cheque Eletronico;3.64;109.25;7707.7
6311-UEUME;Sim;Feminino;Nao;Nao;Nao;29;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Sim;Nao;Mensal;Sim;Cheque Eletronico;2.63;78.9;2384.15
6313-GIDIT;Sim;Masculino;Sim;Nao;Nao;53;Nao;Sem servico de telefone;DSL;Nao;Sim;Sim;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;1.82;54.45;2854.55
6317-YPKDH;Sim;Feminino;Nao;Nao;Nao;1;Nao;Sem servico de telefone;DSL;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Nao;Transferencia bancaria;1.0;29.95;29.95
6319-IEJWJ;Sim;Masculino;Nao;Sim;Sim;20;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.01;90.2;1776.55
6319-QSUSR;Nao;Feminino;Nao;Nao;Sim;11;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cartao de credito (automatico);0.66;19.7;216.2
